user_id,receiver_id,amount,hour,device_id,new_device,night_tx,high_amount,fraud_receiver,fraud_prob,is_fraud,network_cluster_size,receiver_risk_score
883.0,73,2232.722019004409,15,883_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.24705882352941178
709.0,150,2530.250728772622,21,709_dev_0,0,0,0,0,0.0,0,1.0,0.0196078431372549
499.0,34,2249.724398403949,19,499_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.21293800539083557
990.0,5,2866.3721406939994,15,990.0_new_dev,1,0,0,1,0.2,1,0.000689655172413793,0.23054755043227665
69.0,324,4583.421123827325,0,69_dev_1,0,1,0,0,0.0,0,1.0,0.011764705882352941
849.0,270,5148.551746229118,12,849_dev_1,0,0,0,0,0.0,0,1.0,0.0
752.0,242,3493.7576543794653,16,752_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.18507462686567164
386.0,188,1860.1272827296084,19,386_dev_0,0,0,0,0,0.0,0,1.0,0.0
92.0,210,4762.247961823799,15,92.0_new_dev,1,0,0,0,0.0,0,1.0,0.0
1.0,184,5444.763421990757,22,1_dev_1,0,0,0,0,0.0,0,1.0,0.0
473.0,394,4770.0641056374025,13,473_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.2481012658227848
269.0,119,2558.003641796637,20,269.0_new_dev,1,0,0,0,0.0,0,1.0,0.025
131.0,450,2611.7487234807786,13,131_dev_2,0,0,0,0,0.0,0,1.0,0.0
274.0,146,2304.211239972686,17,274_dev_2,0,0,0,0,0.0,0,1.0,0.0
295.0,93,1081.7162347309536,21,295_dev_0,0,0,0,0,0.0,0,1.0,0.012658227848101266
478.0,131,8091.227550724207,8,478_dev_0,0,0,0,0,0.0,0,1.0,0.0
514.0,403,1396.863927804205,4,514.0_new_dev,1,1,0,1,0.5,0,0.000689655172413793,0.2556179775280899
263.0,295,100.0,8,263.0_new_dev,1,0,0,1,0.2,1,0.000689655172413793,0.21994884910485935
629.0,34,1289.1854195116584,11,629_dev_2,0,0,0,1,0.2,0,0.000689655172413793,0.21293800539083557
73.0,271,3412.805210340793,8,73_dev_0,0,0,0,0,0.0,0,1.0,0.0
201.0,498,1472.3138490121855,12,201_dev_0,0,0,0,0,0.0,0,1.0,0.0
483.0,327,4290.590012877571,13,483_dev_0,0,0,0,0,0.0,0,1.0,0.02631578947368421
713.0,282,5013.982336870093,12,713_dev_0,0,0,0,0,0.0,0,1.0,0.0
153.0,19,3729.304048692331,11,153_dev_1,0,0,0,0,0.0,0,1.0,0.013333333333333334
156.0,181,3613.272000545776,20,156_dev_0,0,0,0,0,0.0,0,1.0,0.0
359.0,295,3203.488155425942,21,359.0_new_dev,1,0,0,1,0.2,0,0.000689655172413793,0.21994884910485935
196.0,427,2770.8323110665924,9,196_dev_0,0,0,0,0,0.0,0,1.0,0.0
68.0,27,330.5627168342997,10,68_dev_0,0,0,0,0,0.0,0,1.0,0.011494252873563218
591.0,211,2312.278100111432,20,591_dev_0,0,0,0,0,0.0,0,1.0,0.0
397.0,395,2068.3638522577075,10,397_dev_1,0,0,0,1,0.2,0,0.000689655172413793,0.25
842.0,82,2294.0602376607485,20,842_dev_0,0,0,0,0,0.0,0,1.0,0.0
573.0,349,3699.505326312613,10,573_dev_0,0,0,0,0,0.0,0,1.0,0.0
244.0,491,1738.08872787562,23,244_dev_0,0,0,0,0,0.0,0,1.0,0.01282051282051282
850.0,441,1071.6727429126788,4,850_dev_1,0,1,0,1,0.2,0,0.000689655172413793,0.20498614958448755
967.0,441,2127.3507081209923,18,967_dev_1,0,0,0,1,0.2,0,0.000689655172413793,0.20498614958448755
276.0,235,5335.954196940309,13,276_dev_0,0,0,0,1,0.2,1,0.000689655172413793,0.23369565217391305
518.0,31,6595.982856875014,7,518_dev_0,0,0,0,0,0.0,0,1.0,0.0
343.0,206,1748.301109032748,17,343_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.25067385444743934
240.0,258,7649.703241545576,21,240_dev_0,0,0,0,0,0.0,0,1.0,0.010752688172043012
33.0,4,8025.296480395142,16,33_dev_1,0,0,0,0,0.0,0,1.0,0.0
934.0,166,786.5779474108394,22,934_dev_0,0,0,0,0,0.0,0,1.0,0.014492753623188406
467.0,8,4014.5360691222095,11,467_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.22969187675070027
487.0,319,2125.6878423967755,20,487_dev_0,0,0,0,0,0.0,0,1.0,0.0
840.0,217,942.89145714791,12,840.0_new_dev,1,0,0,0,0.0,0,1.0,0.010752688172043012
508.0,407,596.3069697628953,12,508_dev_0,0,0,0,0,0.0,0,1.0,0.025974025974025976
217.0,163,6532.994370857809,16,217.0_new_dev,1,0,0,0,0.0,0,1.0,0.0
796.0,78,3817.994320707993,4,796_dev_1,0,1,0,0,0.0,0,1.0,0.0125
765.0,284,3698.38118623965,20,765_dev_0,0,0,0,0,0.0,0,1.0,0.013888888888888888
781.0,469,4020.071370588608,16,781_dev_1,0,0,0,0,0.0,0,1.0,0.0
666.0,274,3457.8540849347683,17,666_dev_0,0,0,0,1,0.2,1,0.000689655172413793,0.2622549019607843
714.0,458,3162.5870952808564,19,714_dev_1,0,0,0,0,0.0,0,1.0,0.0
91.0,124,1146.6803191370095,17,91_dev_0,0,0,0,0,0.0,0,1.0,0.01818181818181818
265.0,310,3069.334261495342,15,265_dev_1,0,0,0,0,0.0,0,1.0,0.0
669.0,320,2623.4476574642013,16,669_dev_1,0,0,0,0,0.0,0,1.0,0.0
746.0,112,2201.5200924107926,14,746_dev_2,0,0,0,0,0.0,0,1.0,0.0
55.0,312,4825.551656144664,18,55_dev_0,0,0,0,0,0.0,0,1.0,0.0
428.0,256,1928.7015891554868,9,428_dev_2,0,0,0,1,0.2,1,0.000689655172413793,0.23770491803278687
354.0,278,186.29431571120904,19,354_dev_0,0,0,0,0,0.0,0,1.0,0.0
841.0,77,6393.420174712301,21,841_dev_1,0,0,0,0,0.0,0,1.0,0.01639344262295082
245.0,93,4963.329739735934,18,245_dev_0,0,0,0,0,0.0,0,1.0,0.012658227848101266
914.0,176,1633.6013531859724,11,914_dev_0,0,0,0,0,0.0,0,1.0,0.0
352.0,451,1697.6637322625431,16,352.0_new_dev,1,0,0,0,0.0,0,1.0,0.013157894736842105
132.0,441,116.2329518515628,15,132_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.20498614958448755
526.0,242,1533.754579477876,17,526_dev_1,0,0,0,1,0.2,0,0.000689655172413793,0.18507462686567164
241.0,127,9117.65294678666,5,241_dev_0,0,1,0,0,0.0,0,1.0,0.02531645569620253
95.0,369,3868.777114775665,15,95_dev_1,0,0,0,0,0.0,0,1.0,0.0
433.0,498,2327.6473467452424,17,433_dev_0,0,0,0,0,0.0,0,1.0,0.0
977.0,269,967.7700644026612,13,977_dev_0,0,0,0,0,0.0,0,1.0,0.0
705.0,34,9288.208700400068,17,705.0_new_dev,1,0,0,1,0.2,0,0.000689655172413793,0.21293800539083557
315.0,249,2901.3614472063337,8,315_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.19293478260869565
106.0,487,4140.5489829081,18,106_dev_0,0,0,0,0,0.0,0,1.0,0.013513513513513514
103.0,5,1849.311952122171,15,103.0_new_dev,1,0,0,1,0.2,1,0.000689655172413793,0.23054755043227665
559.0,408,3015.0674065664625,22,559_dev_0,0,0,0,0,0.0,0,1.0,0.0
676.0,40,1981.3947991991436,13,676_dev_1,0,0,0,1,0.2,0,0.000689655172413793,0.2682926829268293
193.0,139,4416.938015519098,18,193_dev_0,0,0,0,0,0.0,0,1.0,0.0
818.0,195,971.825457981969,15,818_dev_0,0,0,0,0,0.0,0,1.0,0.0
543.0,441,4009.0908727420033,10,543_dev_1,0,0,0,1,0.2,0,0.000689655172413793,0.20498614958448755
796.0,382,9018.321814576791,9,796_dev_2,0,0,0,0,0.0,0,1.0,0.0
270.0,95,6344.920559681368,15,270_dev_0,0,0,0,0,0.0,0,1.0,0.014705882352941176
387.0,232,2411.802511107495,20,387_dev_0,0,0,0,0,0.0,0,1.0,0.0
9.0,9,6811.589003031857,5,9_dev_0,0,1,0,0,0.0,0,1.0,0.022727272727272728
177.0,436,3804.945826388312,12,177_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.2190721649484536
961.0,5,5392.268928978464,20,961_dev_1,0,0,0,1,0.2,0,0.000689655172413793,0.23054755043227665
294.0,323,538.7774430703146,19,294_dev_2,0,0,0,1,0.2,1,0.000689655172413793,0.17647058823529413
680.0,350,956.8339392677426,12,680_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.18703241895261846
216.0,102,3485.5780756544937,11,216_dev_1,0,0,0,0,0.0,0,1.0,0.0
755.0,102,4142.967772449519,19,755_dev_0,0,0,0,0,0.0,0,1.0,0.0
781.0,493,1542.1778339595585,12,781_dev_2,0,0,0,1,0.2,0,0.000689655172413793,0.21138211382113822
306.0,110,4583.034439219775,15,306_dev_0,0,0,0,0,0.0,0,1.0,0.01818181818181818
127.0,267,4964.837372062502,14,127_dev_0,0,0,0,1,0.2,1,0.000689655172413793,0.20673076923076922
559.0,286,3257.188035225344,20,559_dev_0,0,0,0,0,0.0,0,1.0,0.013157894736842105
962.0,431,1067.9750612447874,19,962_dev_1,0,0,0,0,0.0,0,1.0,0.0
634.0,249,1518.3326105822548,8,634_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.19293478260869565
33.0,284,5113.827641724145,15,33_dev_0,0,0,0,0,0.0,0,1.0,0.013888888888888888
50.0,27,4816.286800385633,16,50_dev_2,0,0,0,0,0.0,0,1.0,0.011494252873563218
365.0,274,3536.550689029716,10,365_dev_0,0,0,0,1,0.2,1,0.000689655172413793,0.2622549019607843
320.0,422,593.9651525974118,14,320_dev_1,0,0,0,1,0.2,0,0.000689655172413793,0.2430379746835443
827.0,483,1082.2059562807108,9,827_dev_0,0,0,0,0,0.0,0,1.0,0.0
960.0,268,1541.669968794783,13,960_dev_1,0,0,0,0,0.0,0,1.0,0.0
444.0,453,1760.2091380183815,19,444_dev_0,0,0,0,0,0.0,0,1.0,0.0
749.0,216,2408.3542766416435,17,749_dev_0,0,0,0,1,0.2,1,0.000689655172413793,0.18427518427518427
631.0,375,5375.287486905779,18,631.0_new_dev,1,0,0,1,0.2,0,0.000689655172413793,0.18181818181818182
529.0,59,8655.360404501705,0,529_dev_0,0,1,0,0,0.0,0,1.0,0.0
216.0,226,3327.070492166391,8,216_dev_1,0,0,0,0,0.0,0,1.0,0.01639344262295082
196.0,315,7306.133326385434,16,196_dev_0,0,0,0,0,0.0,0,1.0,0.0
610.0,354,955.0485098005564,19,610_dev_1,0,0,0,1,0.2,0,0.000689655172413793,0.21899736147757257
230.0,54,4065.7698561496,19,230.0_new_dev,1,0,0,0,0.0,0,1.0,0.0
582.0,455,2929.3213161030326,12,582.0_new_dev,1,0,0,0,0.0,0,1.0,0.0
780.0,173,4096.124374157947,12,780_dev_0,0,0,0,0,0.0,0,1.0,0.015873015873015872
524.0,295,1124.5420126644267,7,524_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.21994884910485935
374.0,267,100.0,16,374_dev_1,0,0,0,1,0.2,0,0.000689655172413793,0.20673076923076922
145.0,141,246.75122800041171,20,145_dev_0,0,0,0,0,0.0,0,1.0,0.0
964.0,200,3080.253855937101,1,964.0_new_dev,1,1,0,1,0.5,1,0.000689655172413793,0.22727272727272727
919.0,491,2229.144274343249,13,919_dev_2,0,0,0,0,0.0,0,1.0,0.01282051282051282
680.0,426,6085.183191040518,9,680_dev_0,0,0,0,0,0.0,0,1.0,0.0
296.0,152,100.0,18,296_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.22254335260115607
341.0,369,2043.8417532026745,0,341_dev_0,0,1,0,0,0.0,0,1.0,0.0
254.0,8,1563.8014573794,14,254_dev_2,0,0,0,1,0.2,1,0.000689655172413793,0.22969187675070027
146.0,159,4826.338565511438,16,146_dev_0,0,0,0,0,0.0,0,1.0,0.0
643.0,433,1863.3099787761255,16,643_dev_0,0,0,0,1,0.2,1,0.000689655172413793,0.20833333333333334
398.0,206,2483.6326766409898,16,398_dev_1,0,0,0,1,0.2,1,0.000689655172413793,0.25067385444743934
195.0,58,992.9254462712192,15,195_dev_0,0,0,0,0,0.0,0,1.0,0.012987012987012988
533.0,311,1328.8857213719853,19,533.0_new_dev,1,0,0,0,0.0,0,1.0,0.0
969.0,382,2495.3112354876093,12,969_dev_2,0,0,0,0,0.0,0,1.0,0.0
855.0,254,2588.873725899065,11,855_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.1962864721485411
295.0,350,1636.4205198940922,16,295_dev_1,0,0,0,1,0.2,0,0.000689655172413793,0.18703241895261846
165.0,415,4844.909460412601,11,165_dev_2,0,0,0,0,0.0,0,1.0,0.0
338.0,254,3601.6558014656057,14,338_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.1962864721485411
671.0,264,4470.170304703518,17,671_dev_0,0,0,0,0,0.0,0,1.0,0.0
552.0,85,1942.293516515547,20,552_dev_1,0,0,0,0,0.0,0,1.0,0.0
841.0,324,604.2869823897295,19,841_dev_0,0,0,0,0,0.0,0,1.0,0.011764705882352941
140.0,447,8660.820752760235,14,140_dev_0,0,0,0,0,0.0,0,1.0,0.0
615.0,126,1198.3574845099884,11,615_dev_0,0,0,0,0,0.0,0,1.0,0.0
829.0,70,2010.6005396610417,10,829_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.21481481481481482
918.0,60,5325.751398092315,18,918_dev_1,0,0,0,0,0.0,0,1.0,0.0
982.0,339,2010.7224834113208,1,982_dev_1,0,1,0,0,0.0,0,1.0,0.0
384.0,275,6890.779308322979,11,384_dev_0,0,0,0,0,0.0,0,1.0,0.0
896.0,480,807.0207169564405,7,896_dev_1,0,0,0,0,0.0,0,1.0,0.01694915254237288
767.0,196,2259.8141903599358,7,767_dev_2,0,0,0,0,0.0,0,1.0,0.0
943.0,487,8506.687956387192,11,943_dev_2,0,0,0,0,0.0,0,1.0,0.013513513513513514
262.0,61,2261.779622970152,20,262_dev_0,0,0,0,0,0.0,0,1.0,0.010638297872340425
834.0,19,2873.2492855926407,17,834_dev_2,0,0,0,0,0.0,0,1.0,0.013333333333333334
604.0,422,676.0131310036056,13,604_dev_1,0,0,0,1,0.2,1,0.000689655172413793,0.2430379746835443
507.0,406,5043.158987471446,3,507_dev_0,0,1,0,0,0.0,0,1.0,0.0
969.0,371,4770.157369415774,12,969_dev_0,0,0,0,0,0.0,0,1.0,0.0
619.0,34,2706.6515919059275,6,619_dev_1,0,0,0,1,0.2,0,0.000689655172413793,0.21293800539083557
204.0,133,100.0,8,204_dev_1,0,0,0,0,0.0,0,1.0,0.0
129.0,350,3269.626217568942,17,129_dev_1,0,0,0,1,0.2,0,0.000689655172413793,0.18703241895261846
439.0,345,1325.182210448325,23,439.0_new_dev,1,0,0,0,0.0,0,1.0,0.012987012987012988
801.0,152,561.2807307822382,19,801_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.22254335260115607
343.0,244,1135.3853190787556,6,343_dev_1,0,0,0,0,0.0,0,1.0,0.015625
693.0,398,2255.374797187308,13,693_dev_0,0,0,0,0,0.0,0,1.0,0.021739130434782608
392.0,309,1918.62967694862,7,392_dev_0,0,0,0,0,0.0,0,1.0,0.0
772.0,198,436.4907016561183,14,772_dev_0,0,0,0,0,0.0,0,1.0,0.0
900.0,182,2497.418189536384,18,900.0_new_dev,1,0,0,0,0.0,0,1.0,0.0
458.0,267,546.4655343277375,16,458_dev_1,0,0,0,1,0.2,0,0.000689655172413793,0.20673076923076922
395.0,57,3705.4352541767694,15,395_dev_0,0,0,0,0,0.0,0,1.0,0.0
45.0,21,3544.041346820832,12,45_dev_2,0,0,0,0,0.0,0,1.0,0.0
901.0,479,2161.9522377961644,12,901.0_new_dev,1,0,0,0,0.0,0,1.0,0.0
479.0,294,3603.965752352492,16,479_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.23218997361477572
69.0,422,3969.5210161560426,18,69_dev_2,0,0,0,1,0.2,0,0.000689655172413793,0.2430379746835443
251.0,44,1366.8947001225995,15,251.0_new_dev,1,0,0,1,0.2,1,0.000689655172413793,0.18994413407821228
827.0,42,2003.995947990451,10,827_dev_1,0,0,0,0,0.0,0,1.0,0.011235955056179775
126.0,288,5594.110395313879,8,126_dev_1,0,0,0,0,0.0,0,1.0,0.015625
101.0,326,4193.356766139088,23,101_dev_0,0,0,0,0,0.0,0,1.0,0.016129032258064516
474.0,481,3410.4543751093897,15,474_dev_0,0,0,0,0,0.0,0,1.0,0.0
469.0,314,6715.911612100729,17,469_dev_2,0,0,0,0,0.0,0,1.0,0.0
906.0,493,2166.9354189758824,19,906_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.21138211382113822
827.0,254,1809.225002317868,7,827_dev_1,0,0,0,1,0.2,0,0.000689655172413793,0.1962864721485411
598.0,136,2618.0714813616632,14,598.0_new_dev,1,0,0,0,0.0,0,1.0,0.009708737864077669
313.0,314,7319.284650583117,7,313_dev_0,0,0,0,0,0.0,0,1.0,0.0
997.0,274,1573.6394170061958,10,997.0_new_dev,1,0,0,1,0.2,0,0.000689655172413793,0.2622549019607843
307.0,331,3303.386122327342,7,307_dev_0,0,0,0,0,0.0,0,1.0,0.0
627.0,295,5830.404755833632,9,627_dev_2,0,0,0,1,0.2,0,0.000689655172413793,0.21994884910485935
532.0,246,6832.158934201459,16,532_dev_0,0,0,0,0,0.0,0,1.0,0.0
276.0,493,437.6383520221898,20,276_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.21138211382113822
456.0,242,1184.2453950258655,12,456_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.18507462686567164
988.0,44,1780.405164716356,18,988_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.18994413407821228
465.0,400,368.9869290850757,7,465_dev_0,0,0,0,0,0.0,0,1.0,0.0
479.0,155,1747.8529490932992,16,479_dev_0,0,0,0,0,0.0,0,1.0,0.013333333333333334
37.0,433,774.1898729166732,21,37_dev_1,0,0,0,1,0.2,1,0.000689655172413793,0.20833333333333334
914.0,344,4439.626700933187,10,914.0_new_dev,1,0,0,0,0.0,0,1.0,0.0
978.0,248,1780.6418451689458,23,978_dev_2,0,0,0,0,0.0,0,1.0,0.011363636363636364
492.0,273,2600.685543041485,5,492_dev_0,0,1,0,0,0.0,0,1.0,0.038461538461538464
72.0,189,1311.977874354416,17,72_dev_0,0,0,0,0,0.0,0,1.0,0.0
651.0,5,3942.67889523958,14,651_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.23054755043227665
752.0,491,3582.6549025328072,15,752_dev_0,0,0,0,0,0.0,0,1.0,0.01282051282051282
453.0,383,2331.267038923165,9,453_dev_1,0,0,0,1,0.2,0,0.000689655172413793,0.1891891891891892
182.0,233,100.0,6,182.0_new_dev,1,0,0,0,0.0,0,1.0,0.011235955056179775
709.0,254,4202.752778303585,20,709_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.1962864721485411
27.0,309,1459.7096938340364,14,27_dev_0,0,0,0,0,0.0,0,1.0,0.0
556.0,3,1959.7923837169092,21,556_dev_0,0,0,0,1,0.2,1,0.000689655172413793,0.2
258.0,62,3394.936086196284,13,258_dev_0,0,0,0,0,0.0,0,1.0,0.0
156.0,129,4022.710812597424,16,156_dev_0,0,0,0,0,0.0,0,1.0,0.0
603.0,403,792.8338735295255,12,603_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.2556179775280899
88.0,29,4364.315604047826,18,88.0_new_dev,1,0,0,0,0.0,0,1.0,0.0125
802.0,399,2917.9101423723137,6,802_dev_0,0,0,0,1,0.2,1,0.000689655172413793,0.20448877805486285
341.0,283,3655.487858663245,19,341.0_new_dev,1,0,0,0,0.0,0,1.0,0.0
512.0,452,3039.2586685645447,20,512.0_new_dev,1,0,0,0,0.0,0,1.0,0.0
709.0,131,4184.841269488508,18,709_dev_0,0,0,0,0,0.0,0,1.0,0.0
443.0,69,2043.0623764830025,22,443_dev_0,0,0,0,0,0.0,0,1.0,0.016129032258064516
871.0,261,2395.2982541153,16,871_dev_0,0,0,0,0,0.0,0,1.0,0.0
504.0,250,1278.4932202203115,16,504_dev_1,0,0,0,0,0.0,0,1.0,0.012658227848101266
96.0,451,3976.744306249628,20,96_dev_0,0,0,0,0,0.0,0,1.0,0.013157894736842105
206.0,289,1798.8040133573309,2,206_dev_0,0,1,0,0,0.0,0,1.0,0.012987012987012988
374.0,402,1923.415823684556,3,374_dev_1,0,1,0,1,0.2,1,0.000689655172413793,0.20207253886010362
984.0,56,4268.188667153048,16,984_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.21236559139784947
941.0,398,4392.573099546136,13,941_dev_1,0,0,0,0,0.0,0,1.0,0.021739130434782608
58.0,348,1407.5857595820223,14,58.0_new_dev,1,0,0,0,0.0,0,1.0,0.0
332.0,366,772.3314291590357,16,332_dev_1,0,0,0,0,0.0,0,1.0,0.0
686.0,473,3091.9616583069915,16,686_dev_1,0,0,0,0,0.0,0,1.0,0.012987012987012988
223.0,249,4008.038002605821,21,223_dev_1,0,0,0,1,0.2,0,0.000689655172413793,0.19293478260869565
731.0,83,4229.260858622552,16,731_dev_1,0,0,0,0,0.0,0,1.0,0.0
735.0,157,6858.538718782981,12,735_dev_0,0,0,0,0,0.0,0,1.0,0.0
484.0,73,3445.8695720003047,20,484_dev_2,0,0,0,1,0.2,0,0.000689655172413793,0.24705882352941178
86.0,386,2597.8323117083246,17,86_dev_0,0,0,0,0,0.0,0,1.0,0.03225806451612903
644.0,461,1545.5879212604436,15,644_dev_1,0,0,0,0,0.0,0,1.0,0.0
360.0,458,3196.0961307169523,15,360_dev_1,0,0,0,0,0.0,0,1.0,0.0
511.0,76,100.0,20,511_dev_0,0,0,0,0,0.0,0,1.0,0.0
759.0,135,7448.224291007255,13,759.0_new_dev,1,0,0,0,0.0,0,1.0,0.0
753.0,232,3341.309118465766,10,753.0_new_dev,1,0,0,0,0.0,0,1.0,0.0
156.0,66,5183.9497820881625,15,156_dev_0,0,0,0,0,0.0,0,1.0,0.023809523809523808
701.0,249,598.9596864247618,11,701_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.19293478260869565
539.0,194,1831.2237785066816,14,539.0_new_dev,1,0,0,1,0.2,1,0.000689655172413793,0.2536873156342183
597.0,82,1180.535367140767,21,597_dev_0,0,0,0,0,0.0,0,1.0,0.0
729.0,71,1733.704185049428,20,729.0_new_dev,1,0,0,1,0.2,0,0.000689655172413793,0.2074468085106383
223.0,261,2963.988572910303,20,223_dev_2,0,0,0,0,0.0,0,1.0,0.0
142.0,87,3831.940404633858,15,142_dev_0,0,0,0,0,0.0,0,1.0,0.0
851.0,395,1895.8431398714945,0,851_dev_1,0,1,0,1,0.2,0,0.000689655172413793,0.25
225.0,354,1926.7559469550108,15,225_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.21899736147757257
814.0,396,8117.924785593865,9,814_dev_0,0,0,0,0,0.0,0,1.0,0.0
600.0,430,1018.3397438810888,16,600_dev_0,0,0,0,0,0.0,0,1.0,0.0
744.0,170,100.0,14,744.0_new_dev,1,0,0,1,0.2,0,0.000689655172413793,0.17771084337349397
280.0,368,4062.703424631164,18,280_dev_0,0,0,0,0,0.0,0,1.0,0.0
406.0,184,1712.1283076720292,19,406_dev_1,0,0,0,0,0.0,0,1.0,0.0
198.0,42,5795.740338112368,15,198_dev_0,0,0,0,0,0.0,0,1.0,0.011235955056179775
667.0,14,353.2215367015431,5,667_dev_1,0,1,0,0,0.0,0,1.0,0.0
221.0,53,3105.3428968950366,19,221_dev_1,0,0,0,0,0.0,0,1.0,0.0
602.0,436,425.622386982488,11,602_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.2190721649484536
319.0,476,2614.3004212009405,18,319_dev_0,0,0,0,0,0.0,0,1.0,0.0
837.0,215,2712.8838138230108,18,837_dev_0,0,0,0,0,0.0,0,1.0,0.0
