amount,hour,new_device,night_tx,amount_spike,new_receiver,burst_flag,fraud_receiver,is_fraud
2701.677766835087,9,0,0,1.0496237332860898,1,0,0,0
2976.9929403784354,11,0,0,1.1565859120596906,1,0,0,0
1505.292240157728,12,0,0,0.5848182489401149,1,1,0,0
3535.045760866768,12,0,0,1.3733939607478856,0,1,0,0
5545.555161534741,14,0,0,2.154493175776778,1,1,0,0
2312.269861754699,14,0,0,0.8983356025848456,1,1,1,0
1647.3862968336853,14,0,0,0.6400229428813549,1,1,0,0
2837.588722877721,14,0,0,1.1024262424628473,1,1,0,0
1377.2987220569523,15,0,0,0.5350917286442705,1,1,0,0
2838.7336924492,15,0,0,1.10287107243142,1,1,0,0
1537.7449168745366,16,0,0,0.5974263771590945,0,1,0,0
2719.461001285011,17,1,0,1.0565326641594772,0,1,0,0
1715.981767355694,17,0,0,0.6666728397490229,0,1,0,0
3327.6496438385902,17,0,0,1.292818886512009,1,1,1,1
1051.3450235530645,17,0,0,0.40845607205268136,1,1,1,0
3760.027150489972,18,0,0,1.460801056070299,0,1,0,0
2488.6751182355424,18,0,0,0.9668704760444662,1,1,0,0
2201.5488613317016,18,1,0,0.8553195955525565,0,1,1,1
4308.79407461982,18,0,0,1.6740014586793255,1,1,1,1
1079.4162948236594,18,0,0,0.4193619887059633,1,1,1,0
1154.8806696608883,18,0,0,0.4486805106330041,0,1,0,0
2458.6333461575905,19,0,0,0.9551990038392784,1,1,0,0
1582.2387216109114,19,0,0,0.6147125813129694,1,1,1,0
952.1816125104972,19,0,0,0.3699302822706478,1,1,0,0
100.0,19,0,0,0.03885081137991094,0,1,0,0
3180.4039217909385,19,0,0,1.235612728774288,0,1,0,0
4168.2338695021945,19,0,0,1.6193926785138608,1,1,0,0
2318.087423867719,20,0,0,0.9005957726682842,0,1,0,0
1848.7842797806063,20,0,0,0.7182676933590083,0,1,0,0
2844.653537095898,20,0,0,1.1051709801090923,1,1,1,0
1827.121310781063,20,0,0,0.7098514541337072,0,1,1,1
2914.376374378514,20,1,0,1.1322588681104837,0,1,0,0
2452.9720869788957,21,1,0,0.9529995587140357,1,1,0,0
781.9277851847896,21,0,0,0.3037852889492578,1,1,0,0
3446.699444745293,21,0,0,1.3390707001104316,1,1,1,0
2312.36101725624,21,0,0,0.8983710172368117,0,1,0,0
1950.44309501499,22,0,0,0.7577629679167709,0,1,1,0
1977.445381196552,22,0,0,0.7682535751894334,0,1,1,0
2916.93320565368,22,0,0,1.133252217806501,1,1,1,0
4774.965165400216,23,0,0,1.8551127098660907,0,1,1,0
3671.508801590898,23,0,0,1.4264109593029086,0,1,1,0
4025.605993220496,23,0,0,1.5639805913244855,1,1,1,1
5507.857079637883,23,0,0,2.139847165085185,0,1,0,0
346.5477554412264,0,0,1,0.07801915935914958,1,0,0,0
3731.658986835807,0,0,1,0.8401176824742764,1,0,0,0
2018.5440616598455,0,0,1,0.4544398523649177,1,1,1,0
7642.69791718844,0,0,1,1.7206196184297389,1,1,0,0
7992.325756055363,0,0,1,1.7993322046423474,1,1,0,0
5322.148827578148,2,0,1,1.1981886218921203,1,1,0,0
5730.822783009863,2,0,1,1.2901944073982639,1,1,0,0
6461.665527125401,3,0,1,1.4547308547546478,1,1,1,0
3392.1429175386243,4,1,1,0.7636815841311684,0,1,0,0
4318.486431274722,13,0,0,0.9722316067030168,1,1,1,0
8125.951745905402,14,0,0,1.8294157565711737,1,1,0,0
4242.231364129955,15,1,0,0.9550641135015806,1,1,0,0
2666.418924938484,16,0,0,0.6002975340531661,0,1,0,0
4998.3602361355815,16,0,0,1.1252932898122203,1,1,0,0
2847.189573746525,16,0,0,0.6409948804805139,1,1,1,0
100.0,16,0,0,0.022513249078706388,0,1,0,0
4436.423919338708,16,1,0,0.9987831671480316,1,1,1,0
5203.657357230427,16,0,0,1.1715123420357163,0,1,0,0
4430.087874556123,16,0,0,0.9973567176043898,0,1,0,0
1148.131327774449,16,0,0,0.25848166557252056,1,1,1,0
4191.011413825134,17,1,0,0.9435328385114665,1,1,0,0
3485.6641272491124,18,0,0,0.7847362470147099,0,1,1,0
5297.687953471371,18,0,0,1.1926816843776327,1,1,0,0
2412.924431953508,18,0,0,0.5432276874466545,0,1,0,0
258.1807072768124,18,0,0,0.05812486570239461,0,1,0,0
5146.720716044071,18,0,0,1.1586940541883828,1,1,1,0
7231.873326505396,18,0,0,1.6281296550526891,0,1,0,0
2630.078504587143,18,0,0,0.5921161247032197,0,1,0,0
8815.639897214278,19,0,0,1.9846869679416663,1,1,1,1
6870.195252827473,19,0,0,1.5467041694625112,0,1,0,0
3161.0941274405795,19,0,0,0.7116649945230581,0,1,1,0
5110.484029124352,19,0,0,1.1505359986042754,0,1,0,0
6144.200131835058,19,0,0,1.3832590795742328,0,1,1,0
5158.737396323388,20,0,0,1.161399399350657,0,1,0,0
2768.869091237685,20,1,0,0.6233623951736541,1,1,1,0
3820.595026908946,20,0,0,0.8601400746966803,1,1,1,0
4981.399571519594,20,0,0,1.121474893141819,1,1,1,0
6451.137903682786,21,0,0,1.4523607446669433,1,1,1,0
1405.1419493147455,21,0,0,0.31634310695861895,0,1,1,0
6294.423786810877,21,0,0,1.4170793051940755,0,1,0,0
4624.215433250529,21,0,0,1.0410611384236734,1,1,0,0
1840.998703389808,21,0,0,0.41446862362990256,0,1,0,0
7448.532858251779,21,0,0,1.6769067550875112,0,1,0,0
2439.2855675233022,21,0,0,0.5491624355574578,1,1,0,0
5444.763421990757,22,0,0,1.2257931509390765,1,1,0,0
7284.676636848177,22,0,0,1.6400173958319617,1,1,1,0
2585.94153131365,22,0,0,0.5821794579743562,0,1,1,0
5850.253995275789,22,0,0,1.3170822536934101,0,1,1,1
3469.4777976829064,22,0,0,0.7810921783227697,0,1,0,0
1618.6263569318498,22,0,0,0.3644053833896585,1,1,1,0
100.0,22,0,0,0.022513249078706388,0,1,0,0
7201.869936704095,22,0,0,1.6213749171746672,0,1,0,0
3772.616505061274,23,0,0,0.8493385505688325,0,1,1,1
6932.9209719096825,23,0,0,1.5608257668358987,0,1,0,0
6839.856196777368,23,0,0,1.5398738622058226,1,1,1,0
4302.999136802858,10,0,0,0.9567376655778659,1,0,1,0
2782.3696688784803,11,0,0,0.6186377866102315,1,0,0,0
4065.918826162846,11,0,0,0.9040247423945414,1,1,1,0
2919.878580171577,11,0,0,0.6492118003629884,1,1,1,1
4738.719246228689,11,0,0,1.053616569589717,0,1,1,0
2264.479935564772,11,0,0,0.5034891196631479,1,1,1,0
2298.698845998895,11,0,0,0.5110974224878809,0,1,1,1
5406.002112185403,11,0,0,1.2019816124723142,1,1,1,0
6224.316774393433,11,0,0,1.3839273751225842,1,1,1,0
5552.473598141231,12,0,0,1.2345483834829216,0,1,0,0
6252.424030040353,12,0,0,1.3901768000698118,1,1,0,0
4224.780688825984,12,0,0,0.9393464152096122,1,1,1,0
4765.430657230564,12,0,0,1.059555639571779,1,1,0,0
6986.930479599037,12,0,0,1.5534884725942906,1,1,0,0
4112.455501273178,13,0,0,0.9143718023156122,1,1,0,0
3219.644682522926,13,0,0,0.7158624112195121,1,1,1,0
7015.022964985164,13,0,0,1.559734613491398,1,1,0,0
4578.672116859222,13,0,0,1.0180313621408599,1,1,1,0
4563.788204790409,14,0,0,1.0147220425628962,1,1,0,0
5896.556012678385,14,0,0,1.3110523742076945,0,1,1,0
2331.5759553765656,14,0,0,0.5184073865099308,0,1,0,0
3563.4299321191806,14,0,0,0.7923003296810082,0,1,0,0
2381.0546952860136,14,1,0,0.5294085911608507,0,1,1,1
7070.786260069392,14,1,0,1.5721331390471,1,1,0,0
471.53585525025846,14,0,0,0.1048422504968454,0,1,0,0
3473.228369955621,14,0,0,0.7722447290935627,1,1,1,0
313.3149265157699,14,0,0,0.06966308424782094,0,1,0,0
3332.362707576533,14,1,0,0.7409243684102501,1,1,1,0
3513.182220500644,15,0,0,0.7811281502809752,0,1,0,0
2972.1705952548955,15,1,0,0.6608385143939721,1,1,0,0
6531.793363214931,15,0,0,1.4522923513766808,0,1,0,0
5340.2228085701545,16,0,0,1.1873561070089431,0,1,1,0
6084.829369981893,16,0,0,1.3529134591464431,1,1,1,0
6937.27947765518,16,0,0,1.5424489668488481,1,1,1,0
5312.136153055553,16,0,0,1.1811112623374438,1,1,1,0
7001.660250584473,16,0,0,1.556763520127201,0,1,1,0
3254.842556279994,16,1,0,0.723688378760064,1,1,1,0
1481.2212863549976,16,0,0,0.32933778294096144,0,1,0,0
4395.8115029976525,16,1,0,0.9773737576956864,1,1,0,0
4138.462553073029,16,0,0,0.9201542636260831,0,1,1,0
5070.074857583059,17,0,0,1.1272908567565172,0,1,0,0
5258.316080710547,17,0,0,1.169144796916572,0,1,1,0
5081.040417861595,17,0,0,1.1297289619499182,0,1,0,0
3185.4879690647394,17,0,0,0.7082679373981491,0,1,0,0
5101.96787516178,18,0,0,1.1343820157868605,0,1,0,0
6793.265089570089,18,0,0,1.510428512025209,0,1,1,0
6457.14930104242,19,0,0,1.435695837289244,1,1,0,0
4001.234929794392,19,0,0,0.8896427920281706,0,1,0,0
4592.041725491297,21,0,0,1.0210039883826223,1,1,0,0
4738.216702208498,21,0,0,1.0535048329201426,0,1,1,1
6974.052784710004,23,0,0,1.5506252194644485,0,1,0,0
2241.377841271697,5,0,1,0.6735306384647639,1,0,0,0
1837.0678065824452,5,0,1,0.5520360868600874,1,0,0,0
3899.626024106149,5,0,1,1.1718316998707405,1,1,0,0
2293.594348124563,6,0,0,0.6892216194994727,1,1,0,0
2956.9519729959006,6,0,0,0.8885595786704101,1,1,0,0
5854.593842829978,6,0,0,1.7592965613846967,1,1,0,0
7943.6772915739075,6,0,0,2.3870629661066873,1,1,0,0
1733.6954081157091,7,1,0,0.5209728380597729,1,1,1,0
2015.0549485422669,7,1,0,0.6055209528007183,1,1,0,0
2194.7070266138794,7,1,0,0.659506129515253,0,1,0,0
4874.037330372725,7,1,0,1.4646408180623645,1,1,1,0
4534.33794172626,7,0,0,1.3625616675023102,0,1,0,0
4530.0046387495295,8,0,0,1.3612595165365797,1,1,0,0
1419.7576934400922,8,0,0,0.4266350314168429,1,1,0,0
1555.061918571702,8,0,0,0.46729374565137277,0,1,0,0
406.31672054569344,8,0,0,0.12209755765800687,0,1,0,0
5560.4656248137,8,0,0,1.6709114784133186,1,1,1,0
3143.198634694248,8,0,0,0.9445264177529479,1,1,1,0
2937.5952514653063,8,0,0,0.8827429132376472,1,1,0,0
3805.337431701291,9,0,0,1.1434981210010768,1,1,0,0
2400.894145479802,9,0,0,0.7214650457032447,0,1,0,0
3670.1122428674535,9,0,0,1.1028631570540355,1,1,0,0
3394.0112635478613,9,0,0,1.0198952319422385,1,1,1,0
2196.724073326156,9,1,0,0.660112248990032,0,1,0,0
2790.738612556009,9,0,0,0.8386127162016811,1,1,0,0
3740.548194284424,9,0,0,1.1240290535196795,1,1,1,1
5535.187330548394,9,0,0,1.6633153893638473,1,1,1,1
4253.095741978665,9,0,0,1.2780488134572474,0,1,0,0
5494.039254180598,10,0,0,1.6509504548859217,1,1,0,0
3326.167310506537,10,0,0,0.9995082270533303,0,1,0,0
3381.2449699268623,10,0,0,1.0160589800907873,0,1,0,0
100.0,10,0,0,0.030049848181001957,0,1,0,0
2502.316392669323,10,0,0,0.7519422770054562,1,1,0,0
2390.486155510682,10,0,0,0.7183374605188302,0,1,0,0
